"InteractionType","InteractionName","term","value","L1"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","87221"
"Mutualism","Pollination","pollinat","Pollination","87224"
"Mutualism","Pollination","pollinat","Pollination","87225"
"Mutualism","Pollination","pollinat","Pollination","87226"
"Mutualism","Pollination","pollinat","Pollination","87227"
"Mutualism","Pollination","pollinat","Pollination","87234"
"Mutualism","Pollination","pollinat","Pollination","87235"
"Mutualism","Pollination","pollinat","Pollination","87244"
"Mutualism","Pollination","pollinat","Pollination","87245"
"Mutualism","Pollination","pollinat","Pollination","87252"
"Mutualism","Pollination","pollinat","Pollination","87256"
"Mutualism","Pollination","pollinat","Pollination","87260"
"Mutualism","Pollination","pollinat","Pollination","87264"
"Mutualism","Pollination","pollinat","Pollination","87411"
"Mutualism","Pollination","pollinat","Pollination","87414"
"Antagonistic","Predation","prey","Predation","88046"
"Mutualism","Pollination","pollinat","Pollination","88053"
"Mutualism","Pollination","pollinat","Pollination","88174"
"Antagonistic","Predation","prey","Predation","88275"
"Antagonistic","Predation","prey","Predation","88435"
"Antagonistic","Predation","prey","Predation","88436"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","88443"
"Antagonistic","Predation","prey","Predation","88443"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","88536"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","88574"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","88595"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","88596"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","88605"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","88667"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","88697"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","88891"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","88946"
"Antagonistic","Predation","prey","Predation","89017"
"Antagonistic","Predation","prey","Predation","89026"
"Mutualism","Pollination","pollinat","Pollination","89032"
"Mutualism","Pollination","pollinat","Pollination","89080"
"Mutualism","Pollination","pollinat","Pollination","89245"
"Mutualism","Pollination","pollinat","Pollination","89246"
"Mutualism","Pollination","pollinat","Pollination","89280"
"Mutualism","Pollination","pollinat","Pollination","89374"
"Mutualism","Pollination","pollinat","Pollination","89383"
"Antagonistic","Predation","prey","Predation","89875"
"Antagonistic","Predation","prey","Predation","90436"
"Antagonistic","Predation","prey","Predation","90505"
"Mutualism","Pollination","pollinat","Pollination","93377"
"Mutualism","Pollination","pollinat","Pollination","93545"
"Mutualism","Pollination","pollinat","Pollination","93549"
"Antagonistic","Predation","prey","Predation","93645"
"Antagonistic","Predation","prey","Predation","93675"
"Mutualism","Pollination","pollinat","Pollination","93679"
"Antagonistic","Predation","prey","Predation","93852"
"Antagonistic","Predation","prey","Predation","94042"
"Antagonistic","Predation","prey","Predation","94049"
"Antagonistic","Predation","prey","Predation","94050"
"Antagonistic","Predation","prey","Predation","94080"
"Antagonistic","Predation","prey","Predation","94083"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","94387"
"Mutualism","Pollination","pollinat","Pollination","94410"
"Mutualism","Pollination","pollinat","Pollination","94411"
"Mutualism","Pollination","pollinat","Pollination","94495"
"Mutualism","Pollination","pollinat","Pollination","94593"
"Mutualism","Pollination","pollinat","Pollination","94594"
"Mutualism","Pollination","pollinat","Pollination","94596"
"Mutualism","Pollination","pollinat","Pollination","95266"
"Mutualism","Pollination","pollinat","Pollination","95274"
"Antagonistic","Predation","prey","Predation","95279"
"Mutualism","Pollination","pollinat","Pollination","95286"
"Mutualism","Pollination","pollinat","Pollination","95299"
"Mutualism","Pollination","pollinat","Pollination","95302"
"Mutualism","Pollination","pollinat","Pollination","95308"
"Mutualism","Pollination","pollinat","Pollination","95312"
"Antagonistic","Predation","prey","Predation","95329"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","95882"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","95903"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","95931"
"Mutualism","Pollination","pollinat","Pollination","95943"
"Mutualism","Pollination","pollinat","Pollination","96054"
"Mutualism","Pollination","pollinat","Pollination","96087"
"Mutualism","Pollination","pollinat","Pollination","96092"
"Mutualism","Pollination","pollinat","Pollination","96093"
"Mutualism","Pollination","pollinat","Pollination","96094"
"Mutualism","Pollination","pollinat","Pollination","96095"
"Antagonistic","Predation","prey","Predation","96157"
"Antagonistic","Predation","prey","Predation","96158"
"Antagonistic","Predation","prey","Predation","96159"
"Mutualism","Pollination","pollinat","Pollination","96205"
"Mutualism","Pollination","pollinat","Pollination","96360"
"Antagonistic","Predation","prey","Predation","96360"
"Mutualism","Pollination","pollinat","Pollination","96494"
"Mutualism","Pollination","pollinat","Pollination","96694"
"Mutualism","Pollination","pollinat","Pollination","96732"
"Mutualism","Pollination","pollinat","Pollination","96733"
"Mutualism","Pollination","pollinat","Pollination","96806"
"Mutualism","Pollination","pollinat","Pollination","96881"
"Mutualism","Pollination","pollinat","Pollination","96882"
"Mutualism","Pollination","pollinat","Pollination","96945"
"Antagonistic","Predation","prey","Predation","96997"
"Antagonistic","Predation","prey","Predation","97031"
"Mutualism","Pollination","pollinat","Pollination","97182"
"Mutualism","Pollination","pollinat","Pollination","97187"
"Mutualism","Pollination","pollinat","Pollination","97222"
"Mutualism","Pollination","pollinat","Pollination","97227"
"Mutualism","Pollination","pollinat","Pollination","97266"
"Mutualism","Pollination","pollinat","Pollination","97283"
"Mutualism","Pollination","pollinat","Pollination","97287"
"Mutualism","Pollination","pollinat","Pollination","97305"
"Mutualism","Pollination","pollinat","Pollination","97306"
"Mutualism","Pollination","pollinat","Pollination","97316"
"Mutualism","Pollination","pollinat","Pollination","97349"
"Antagonistic","Predation","prey","Predation","98012"
"Antagonistic","Predation","prey","Predation","98313"
"Antagonistic","Predation","prey","Predation","98318"
"Antagonistic","Predation","prey","Predation","98422"
"Antagonistic","Predation","prey","Predation","98489"
"Antagonistic","Predation","prey","Predation","98491"
"Antagonistic","Predation","prey","Predation","98492"
"Antagonistic","Predation","prey","Predation","99764"
"Antagonistic","Predation","prey","Predation","99765"
"Antagonistic","Predation","prey","Predation","99786"
"Antagonistic","Predation","prey","Predation","99788"
"Antagonistic","Predation","prey","Predation","99909"
"Antagonistic","Predation","prey","Predation","99910"
"Antagonistic","Predation","prey","Predation","99974"
"Antagonistic","Predation","prey","Predation","100089"
"Antagonistic","Predation","prey","Predation","100405"
"Antagonistic","Predation","prey","Predation","100406"
"Mutualism","Pollination","pollinat","Pollination","100449"
"Mutualism","Pollination","pollinat","Pollination","100451"
"Mutualism","Pollination","pollinat","Pollination","100455"
"Mutualism","Pollination","pollinat","Pollination","100456"
"Mutualism","Pollination","pollinat","Pollination","100470"
"Mutualism","Pollination","pollinat","Pollination","100473"
"Mutualism","Pollination","pollinat","Pollination","100483"
"Mutualism","Pollination","pollinat","Pollination","100489"
"Mutualism","Pollination","pollinat","Pollination","100492"
"Mutualism","Pollination","pollinat","Pollination","100494"
"Mutualism","Pollination","pollinat","Pollination","100496"
"Mutualism","Pollination","pollinat","Pollination","100497"
"Mutualism","Pollination","pollinat","Pollination","100498"
"Mutualism","Pollination","pollinat","Pollination","100502"
"Mutualism","Pollination","pollinat","Pollination","100503"
"Mutualism","Pollination","pollinat","Pollination","100504"
"Mutualism","Pollination","pollinat","Pollination","100508"
"Mutualism","Pollination","pollinat","Pollination","100512"
"Mutualism","Pollination","pollinat","Pollination","100518"
"Mutualism","Pollination","pollinat","Pollination","100519"
"Mutualism","Pollination","pollinat","Pollination","100520"
"Mutualism","Pollination","pollinat","Pollination","100521"
"Mutualism","Pollination","pollinat","Pollination","100525"
"Mutualism","Pollination","pollinat","Pollination","100527"
"Mutualism","Pollination","pollinat","Pollination","100534"
"Mutualism","Pollination","pollinat","Pollination","100536"
"Mutualism","Pollination","pollinat","Pollination","100537"
"Mutualism","Pollination","pollinat","Pollination","100543"
"Antagonistic","Predation","prey","Predation","100555"
"Antagonistic","Predation","prey","Predation","100557"
"Antagonistic","Predation","prey","Predation","100559"
"Antagonistic","Predation","prey","Predation","100561"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","100562"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","100564"
"Antagonistic","Predation","prey","Predation","100568"
"Antagonistic","Predation","prey","Predation","100571"
"Antagonistic","Predation","prey","Predation","100572"
"Antagonistic","Predation","prey","Predation","100573"
"Antagonistic","Predation","prey","Predation","100575"
"Antagonistic","Predation","prey","Predation","100576"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","100577"
"Antagonistic","Predation","prey","Predation","100577"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","100578"
"Antagonistic","Predation","prey","Predation","100578"
"Antagonistic","Predation","prey","Predation","100590"
"Antagonistic","Predation","prey","Predation","100591"
"Antagonistic","Predation","prey","Predation","100592"
"Antagonistic","Predation","prey","Predation","100594"
"Antagonistic","Predation","prey","Predation","100595"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","100596"
"Antagonistic","Predation","prey","Predation","100596"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","100597"
"Antagonistic","Predation","prey","Predation","100597"
"Antagonistic","Predation","prey","Predation","100601"
"Antagonistic","Predation","prey","Predation","100602"
"Antagonistic","Predation","prey","Predation","100604"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","100626"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","100628"
"Mutualism","Pollination","pollinat","Pollination","100885"
"Mutualism","Pollination","pollinat","Pollination","100886"
"Antagonistic","Predation","prey","Predation","100919"
"Antagonistic","Predation","prey","Predation","101055"
"Mutualism","Pollination","pollinat","Pollination","101129"
"Mutualism","Pollination","pollinat","Pollination","101132"
"Mutualism","Pollination","pollinat","Pollination","101293"
"Antagonistic","Predation","prey","Predation","101410"
"Antagonistic","Predation","prey","Predation","101413"
"Antagonistic","Predation","prey","Predation","101414"
"Antagonistic","Predation","prey","Predation","101423"
"Antagonistic","Predation","prey","Predation","101424"
"Antagonistic","Predation","prey","Predation","101431"
"Antagonistic","Predation","prey","Predation","101469"
"Antagonistic","Predation","prey","Predation","101470"
"Antagonistic","Predation","prey","Predation","101484"
"Antagonistic","Predation","prey","Predation","101497"
"Antagonistic","Predation","prey","Predation","101512"
"Antagonistic","Predation","prey","Predation","101514"
"Antagonistic","Predation","prey","Predation","101515"
"Antagonistic","Predation","prey","Predation","101518"
"Antagonistic","Predation","prey","Predation","101519"
"Mutualism","Pollination","pollinat","Pollination","101548"
"Mutualism","Pollination","pollinat","Pollination","101549"
"Mutualism","Pollination","pollinat","Pollination","101568"
"Mutualism","Pollination","pollinat","Pollination","101696"
"Mutualism","Pollination","pollinat","Pollination","101953"
"Antagonistic","Predation","prey","Predation","101969"
"Antagonistic","Predation","prey","Predation","101970"
"Antagonistic","Predation","prey","Predation","101979"
"Antagonistic","Predation","prey","Predation","102083"
"Mutualism","Pollination","pollinat","Pollination","102120"
"Antagonistic","Predation","prey","Predation","102144"
"Antagonistic","Predation","prey","Predation","102148"
"Mutualism","Pollination","pollinat","Pollination","102191"
"Mutualism","Pollination","pollinat","Pollination","102234"
"Antagonistic","Predation","prey","Predation","102294"
"Mutualism","Pollination","pollinat","Pollination","102302"
"Antagonistic","Predation","prey","Predation","102325"
"Mutualism","Pollination","pollinat","Pollination","102341"
"Antagonistic","Predation","prey","Predation","102347"
"Mutualism","Pollination","pollinat","Pollination","102391"
"Mutualism","Pollination","pollinat","Pollination","102541"
"Mutualism","Pollination","pollinat","Pollination","102608"
"Mutualism","Pollination","pollinat","Pollination","102705"
"Mutualism","Pollination","pollinat","Pollination","102706"
"Mutualism","Pollination","pollinat","Pollination","102719"
"Mutualism","Pollination","pollinat","Pollination","102720"
"Antagonistic","Predation","prey","Predation","102881"
"Antagonistic","Predation","prey","Predation","102883"
"Antagonistic","Predation","prey","Predation","102885"
"Mutualism","Pollination","pollinat","Pollination","102923"
"Mutualism","Pollination","pollinat","Pollination","102951"
"Mutualism","Pollination","pollinat","Pollination","102961"
"Mutualism","Pollination","pollinat","Pollination","103003"
"Mutualism","Pollination","pollinat","Pollination","103043"
"Mutualism","Pollination","pollinat","Pollination","103055"
"Mutualism","Pollination","pollinat","Pollination","103094"
"Antagonistic","Predation","prey","Predation","103296"
"Antagonistic","Predation","prey","Predation","103319"
"Antagonistic","Predation","prey","Predation","103320"
"Mutualism","Pollination","pollinat","Pollination","103336"
"Mutualism","Pollination","pollinat","Pollination","103345"
"Antagonistic","Predation","prey","Predation","103432"
"Antagonistic","Predation","prey","Predation","103433"
"Antagonistic","Predation","prey","Predation","103468"
"Antagonistic","Predation","prey","Predation","103469"
"Mutualism","Pollination","pollinat","Pollination","103521"
"Mutualism","Pollination","pollinat","Pollination","103557"
"Mutualism","Pollination","pollinat","Pollination","103576"
"Mutualism","Pollination","pollinat","Pollination","103593"
"Mutualism","Pollination","pollinat","Pollination","103602"
"Mutualism","Pollination","pollinat","Pollination","103650"
"Mutualism","Pollination","pollinat","Pollination","103652"
"Mutualism","Pollination","pollinat","Pollination","103653"
"Antagonistic","Predation","prey","Predation","103775"
"Antagonistic","Predation","prey","Predation","103812"
"Antagonistic","Predation","prey","Predation","103856"
"Antagonistic","Predation","prey","Predation","103939"
"Mutualism","Pollination","pollinat","Pollination","104190"
"Mutualism","Pollination","pollinat","Pollination","104191"
"Mutualism","Pollination","pollinat","Pollination","104192"
"Mutualism","Pollination","pollinat","Pollination","104271"
"Mutualism","Pollination","pollinat","Pollination","104272"
"Mutualism","Pollination","pollinat","Pollination","104316"
"Mutualism","Pollination","pollinat","Pollination","104322"
"Antagonistic","Predation","prey","Predation","104470"
"Antagonistic","Predation","prey","Predation","104608"
"Antagonistic","Predation","prey","Predation","104789"
"Antagonistic","Predation","prey","Predation","104801"
"Mutualism","Pollination","pollinat","Pollination","104832"
"Mutualism","Pollination","pollinat","Pollination","104833"
"Mutualism","Pollination","pollinat","Pollination","104893"
"Mutualism","Pollination","pollinat","Pollination","104901"
"Antagonistic","Predation","prey","Predation","104918"
"Antagonistic","Predation","prey","Predation","104982"
"Antagonistic","Predation","prey","Predation","104983"
"Antagonistic","Predation","prey","Predation","104985"
"Antagonistic","Predation","prey","Predation","105047"
"Antagonistic","Predation","prey","Predation","105053"
"Antagonistic","Predation","prey","Predation","105325"
"Antagonistic","Predation","prey","Predation","105425"
"Antagonistic","Predation","prey","Predation","105786"
"Antagonistic","Predation","prey","Predation","105849"
"Antagonistic","Predation","prey","Predation","105923"
"Antagonistic","Predation","prey","Predation","106092"
"Antagonistic","Predation","prey","Predation","106177"
"Antagonistic","Predation","prey","Predation","106766"
"Antagonistic","Predation","prey","Predation","106767"
"Antagonistic","Predation","prey","Predation","106768"
"Antagonistic","Predation","prey","Predation","106772"
"Antagonistic","Predation","prey","Predation","106773"
"Antagonistic","Predation","prey","Predation","106775"
"Antagonistic","Predation","prey","Predation","106776"
"Antagonistic","Predation","prey","Predation","106901"
"Antagonistic","Predation","prey","Predation","106942"
"Mutualism","Pollination","pollinat","Pollination","106975"
"Antagonistic","Predation","prey","Predation","107001"
"Mutualism","Pollination","pollinat","Pollination","107013"
"Mutualism","Pollination","pollinat","Pollination","107017"
"Mutualism","Pollination","pollinat","Pollination","107033"
"Mutualism","Pollination","pollinat","Pollination","107035"
"Mutualism","Pollination","pollinat","Pollination","107080"
"Mutualism","Pollination","pollinat","Pollination","107088"
"Mutualism","Pollination","pollinat","Pollination","107097"
"Mutualism","Pollination","pollinat","Pollination","107134"
"Mutualism","Pollination","pollinat","Pollination","107152"
"Mutualism","Pollination","pollinat","Pollination","107190"
"Mutualism","Pollination","pollinat","Pollination","107206"
"Mutualism","Pollination","pollinat","Pollination","107226"
"Mutualism","Pollination","pollinat","Pollination","107229"
"Mutualism","Pollination","pollinat","Pollination","107232"
"Mutualism","Pollination","pollinat","Pollination","107234"
"Mutualism","Pollination","pollinat","Pollination","107238"
"Mutualism","Pollination","pollinat","Pollination","107239"
"Mutualism","Pollination","pollinat","Pollination","107240"
"Mutualism","Pollination","pollinat","Pollination","107320"
"Mutualism","Pollination","pollinat","Pollination","107342"
"Mutualism","Pollination","pollinat","Pollination","107343"
"Mutualism","Pollination","pollinat","Pollination","107375"
"Mutualism","Pollination","pollinat","Pollination","107422"
"Mutualism","Pollination","pollinat","Pollination","107454"
"Mutualism","Pollination","pollinat","Pollination","107510"
"Mutualism","Pollination","pollinat","Pollination","107557"
"Mutualism","Pollination","pollinat","Pollination","107563"
"Mutualism","Pollination","pollinat","Pollination","107624"
"Mutualism","Pollination","pollinat","Pollination","107625"
"Antagonistic","Predation","prey","Predation","108130"
"Mutualism","Pollination","pollinat","Pollination","108136"
"Antagonistic","Predation","prey","Predation","108168"
"Antagonistic","Predation","prey","Predation","108174"
"Antagonistic","Predation","prey","Predation","108176"
"Antagonistic","Predation","prey","Predation","108177"
"Antagonistic","Predation","prey","Predation","108180"
"Antagonistic","Predation","prey","Predation","108183"
"Antagonistic","Predation","prey","Predation","108185"
"Antagonistic","Predation","prey","Predation","108186"
"Antagonistic","Predation","prey","Predation","108189"
"Antagonistic","Predation","prey","Predation","108191"
"Antagonistic","Predation","prey","Predation","108192"
"Antagonistic","Predation","prey","Predation","108193"
"Antagonistic","Predation","prey","Predation","108194"
"Antagonistic","Predation","prey","Predation","108195"
"Antagonistic","Predation","prey","Predation","108196"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","108198"
"Antagonistic","Predation","prey","Predation","108199"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","108201"
"Antagonistic","Predation","prey","Predation","108202"
"Antagonistic","Predation","prey","Predation","108203"
"Antagonistic","Predation","prey","Predation","108206"
"Mutualism","Pollination","pollinat","Pollination","108478"
"Mutualism","Pollination","pollinat","Pollination","108585"
"Mutualism","Pollination","pollinat","Pollination","108662"
"Mutualism","Pollination","pollinat","Pollination","108666"
"Mutualism","Pollination","pollinat","Pollination","108796"
"Mutualism","Pollination","pollinat","Pollination","108811"
"Mutualism","Pollination","pollinat","Pollination","108843"
"Mutualism","Pollination","pollinat","Pollination","108876"
"Antagonistic","Predation","prey","Predation","109404"
"Antagonistic","Predation","prey","Predation","109430"
"Antagonistic","Predation","prey","Predation","109462"
"Antagonistic","Predation","prey","Predation","109472"
"Antagonistic","Predation","prey","Predation","109473"
"Antagonistic","Predation","prey","Predation","109476"
"Antagonistic","Predation","prey","Predation","109483"
"Antagonistic","Predation","prey","Predation","109491"
"Antagonistic","Predation","prey","Predation","109492"
"Antagonistic","Predation","prey","Predation","109493"
"Antagonistic","Predation","prey","Predation","109496"
"Antagonistic","Predation","prey","Predation","109497"
"Antagonistic","Predation","prey","Predation","109498"
"Antagonistic","Predation","prey","Predation","109499"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","109512"
"Mutualism","Pollination","pollinat","Pollination","109513"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","109513"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","109549"
"Mutualism","Pollination","pollinat","Pollination","109736"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","109958"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","109959"
"Mutualism","Pollination","pollinat","Pollination","109965"
"Mutualism","Pollination","pollinat","Pollination","109969"
"Mutualism","Pollination","pollinat","Pollination","109970"
"Mutualism","Pollination","pollinat","Pollination","109983"
"Mutualism","Pollination","pollinat","Pollination","109984"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","109991"
"Mutualism","Pollination","pollinat","Pollination","109992"
"Mutualism","Pollination","pollinat","Pollination","109994"
"Mutualism","Pollination","pollinat","Pollination","109997"
"Mutualism","Pollination","pollinat","Pollination","109999"
"Mutualism","Pollination","pollinat","Pollination","110000"
"Mutualism","Pollination","pollinat","Pollination","110010"
"Mutualism","Pollination","pollinat","Pollination","110011"
"Mutualism","Pollination","pollinat","Pollination","110012"
"Mutualism","Pollination","pollinat","Pollination","110013"
"Mutualism","Pollination","pollinat","Pollination","110014"
"Mutualism","Pollination","pollinat","Pollination","110015"
"Mutualism","Pollination","pollinat","Pollination","110016"
"Mutualism","Pollination","pollinat","Pollination","110017"
"Mutualism","Pollination","pollinat","Pollination","110018"
"Mutualism","Pollination","pollinat","Pollination","110019"
"Mutualism","Pollination","pollinat","Pollination","110430"
"Mutualism","Pollination","pollinat","Pollination","110431"
"Mutualism","Pollination","pollinat","Pollination","110446"
"Mutualism","Pollination","pollinat","Pollination","110447"
"Mutualism","Pollination","pollinat","Pollination","110484"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","110899"
"Mutualism","Pollination","pollinat","Pollination","110904"
"Antagonistic","Predation","prey","Predation","111024"
"Antagonistic","Predation","prey","Predation","111197"
"Antagonistic","Predation","prey","Predation","111280"
"Antagonistic","Predation","prey","Predation","111285"
"Antagonistic","Predation","prey","Predation","111289"
"Antagonistic","Predation","prey","Predation","111291"
"Antagonistic","Predation","prey","Predation","111292"
"Antagonistic","Predation","prey","Predation","111293"
"Antagonistic","Predation","prey","Predation","111300"
"Antagonistic","Predation","prey","Predation","111303"
"Antagonistic","Predation","prey","Predation","111305"
"Antagonistic","Predation","prey","Predation","111306"
"Antagonistic","Predation","prey","Predation","111312"
"Antagonistic","Predation","prey","Predation","111313"
"Antagonistic","Predation","prey","Predation","111314"
"Antagonistic","Predation","prey","Predation","111315"
"Antagonistic","Predation","prey","Predation","111316"
"Antagonistic","Predation","prey","Predation","111317"
"Antagonistic","Predation","prey","Predation","111319"
"Antagonistic","Predation","prey","Predation","111320"
"Antagonistic","Predation","prey","Predation","111321"
"Antagonistic","Predation","prey","Predation","111323"
"Antagonistic","Predation","prey","Predation","111325"
"Antagonistic","Predation","prey","Predation","111326"
"Antagonistic","Predation","prey","Predation","111327"
"Antagonistic","Predation","prey","Predation","111437"
"Antagonistic","Predation","prey","Predation","111455"
"Antagonistic","Predation","prey","Predation","111469"
"Antagonistic","Predation","prey","Predation","111526"
"Mutualism","Pollination","pollinat","Pollination","111576"
"Antagonistic","Predation","prey","Predation","111597"
"Antagonistic","Predation","prey","Predation","111598"
"Antagonistic","Predation","prey","Predation","111599"
"Antagonistic","Predation","prey","Predation","111600"
"Antagonistic","Predation","prey","Predation","111602"
"Antagonistic","Predation","prey","Predation","111609"
"Antagonistic","Predation","prey","Predation","111619"
"Antagonistic","Predation","prey","Predation","111653"
"Antagonistic","Predation","prey","Predation","111671"
"Antagonistic","Predation","prey","Predation","111682"
"Mutualism","Pollination","pollinat","Pollination","111972"
"Mutualism","Pollination","pollinat","Pollination","112352"
"Mutualism","Pollination","pollinat","Pollination","112475"
"Mutualism","Pollination","pollinat","Pollination","112500"
"Antagonistic","Predation","prey","Predation","112512"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","112536"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","112543"
"Mutualism","Pollination","pollinat","Pollination","112549"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","112569"
"Mutualism","Pollination","pollinat","Pollination","112575"
"Mutualism","Pollination","pollinat","Pollination","113339"
"Mutualism","Pollination","pollinat","Pollination","113442"
"Mutualism","Pollination","pollinat","Pollination","113491"
"Mutualism","Pollination","pollinat","Pollination","113520"
"Mutualism","Pollination","pollinat","Pollination","113634"
"Mutualism","Pollination","pollinat","Pollination","113682"
"Mutualism","Pollination","pollinat","Pollination","113685"
"Mutualism","Pollination","pollinat","Pollination","113803"
"Mutualism","Pollination","pollinat","Pollination","113815"
"Mutualism","Pollination","pollinat","Pollination","113825"
"Mutualism","Pollination","pollinat","Pollination","113853"
"Mutualism","Pollination","pollinat","Pollination","114110"
"Mutualism","Pollination","pollinat","Pollination","114386"
"Mutualism","Pollination","pollinat","Pollination","114389"
"Antagonistic","Predation","prey","Predation","114643"
"Antagonistic","Predation","prey","Predation","114665"
"Mutualism","Pollination","pollinat","Pollination","115265"
"Mutualism","Pollination","pollinat","Pollination","115266"
"Mutualism","Pollination","pollinat","Pollination","115308"
"Antagonistic","Predation","prey","Predation","115359"
"Antagonistic","Predation","prey","Predation","115520"
"Antagonistic","Predation","prey","Predation","115593"
"Antagonistic","Predation","prey","Predation","115714"
"Antagonistic","Predation","prey","Predation","115739"
"Antagonistic","Predation","prey","Predation","115751"
"Mutualism","Pollination","pollinat","Pollination","115752"
"Mutualism","Pollination","pollinat","Pollination","115754"
"Mutualism","Pollination","pollinat","Pollination","115755"
"Mutualism","Pollination","pollinat","Pollination","115756"
"Antagonistic","Predation","prey","Predation","115756"
"Mutualism","Pollination","pollinat","Pollination","115758"
"Mutualism","Pollination","pollinat","Pollination","115759"
"Mutualism","Pollination","pollinat","Pollination","115760"
"Antagonistic","Predation","prey","Predation","115765"
"Antagonistic","Predation","prey","Predation","115766"
"Antagonistic","Predation","prey","Predation","115767"
"Antagonistic","Predation","prey","Predation","115768"
"Antagonistic","Predation","prey","Predation","115769"
"Antagonistic","Predation","prey","Predation","115770"
"Antagonistic","Predation","prey","Predation","115775"
"Mutualism","Pollination","pollinat","Pollination","115777"
"Mutualism","Pollination","pollinat","Pollination","115778"
"Antagonistic","Predation","prey","Predation","115778"
"Antagonistic","Predation","prey","Predation","115779"
"Antagonistic","Predation","prey","Predation","115782"
"Antagonistic","Predation","prey","Predation","115793"
"Antagonistic","Predation","prey","Predation","115805"
"Mutualism","Pollination","pollinat","Pollination","115865"
"Mutualism","Pollination","pollinat","Pollination","115907"
"Mutualism","Pollination","pollinat","Pollination","115939"
"Mutualism","Pollination","pollinat","Pollination","115943"
"Mutualism","Pollination","pollinat","Pollination","115944"
"Mutualism","Pollination","pollinat","Pollination","115945"
"Mutualism","Pollination","pollinat","Pollination","115946"
"Mutualism","Pollination","pollinat","Pollination","116003"
"Mutualism","Pollination","pollinat","Pollination","116045"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","116248"
"Mutualism","Pollination","pollinat","Pollination","116258"
"Antagonistic","Predation","prey","Predation","116285"
"Antagonistic","Predation","prey","Predation","116475"
"Antagonistic","Predation","prey","Predation","116887"
"Antagonistic","Predation","prey","Predation","116974"
"Antagonistic","Predation","prey","Predation","116975"
"Mutualism","Pollination","pollinat","Pollination","117060"
"Antagonistic","Predation","prey","Predation","117561"
"Antagonistic","Predation","prey","Predation","117562"
"Antagonistic","Predation","prey","Predation","117563"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","117694"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","117704"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","117736"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","117737"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","117738"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","117821"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","117831"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","117863"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","117864"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","117865"
"Mutualism","Pollination","pollinat","Pollination","117948"
"Mutualism","Pollination","pollinat","Pollination","117972"
"Mutualism","Pollination","pollinat","Pollination","117977"
"Mutualism","Pollination","pollinat","Pollination","117978"
"Mutualism","Pollination","pollinat","Pollination","117990"
"Mutualism","Pollination","pollinat","Pollination","117995"
"Mutualism","Pollination","pollinat","Pollination","117996"
"Mutualism","Pollination","pollinat","Pollination","118030"
"Mutualism","Pollination","pollinat","Pollination","118050"
"Mutualism","Pollination","pollinat","Pollination","118088"
"Mutualism","Pollination","pollinat","Pollination","118359"
"Mutualism","Pollination","pollinat","Pollination","118812"
