"InteractionType","InteractionName","term","value","L1"
"Mutualism","Pollination","pollinat","Pollination","31620"
"Mutualism","Pollination","pollinat","Pollination","31625"
"Mutualism","Pollination","pollinat","Pollination","31626"
"Mutualism","Pollination","pollinat","Pollination","31777"
"Mutualism","Pollination","pollinat","Pollination","31778"
"Antagonistic","Predation","prey","Predation","31789"
"Antagonistic","Predation","prey","Predation","31862"
"Antagonistic","Predation","prey","Predation","31922"
"Mutualism","Pollination","pollinat","Pollination","31969"
"Antagonistic","Predation","prey","Predation","32018"
"Antagonistic","Predation","prey","Predation","32043"
"Antagonistic","Predation","prey","Predation","32385"
"Antagonistic","Predation","prey","Predation","32409"
"Antagonistic","Predation","prey","Predation","32417"
"Mutualism","Pollination","pollinat","Pollination","32426"
"Mutualism","Pollination","pollinat","Pollination","32453"
"Mutualism","Pollination","pollinat","Pollination","32472"
"Mutualism","Pollination","pollinat","Pollination","32590"
"Antagonistic","Predation","prey","Predation","32622"
"Mutualism","Pollination","pollinat","Pollination","32666"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","32682"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","32714"
"Mutualism","Pollination","pollinat","Pollination","32722"
"Mutualism","Pollination","pollinat","Pollination","32758"
"Mutualism","Pollination","pollinat","Pollination","32853"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","33091"
"Mutualism","Pollination","pollinat","Pollination","33101"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","33106"
"Antagonistic","Predation","prey","Predation","33110"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","33222"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","33248"
"Mutualism","Seed dispersal","fruit-eat","Seed dispersal","33359"
"Antagonistic","Predation","prey","Predation","33430"
"Antagonistic","Predation","prey","Predation","33431"
"Antagonistic","Predation","prey","Predation","33432"
"Antagonistic","Predation","prey","Predation","33433"
"Antagonistic","Predation","prey","Predation","33435"
"Antagonistic","Predation","prey","Predation","33436"
